Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,smiles
1,421.7340000000001,0,2,6,89.51999999999998,-6.78,CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O
1,229.71500000000003,2,1,4,62.73,-4.43,CC(C)Nc1nc(Cl)nc(NC(C)C)n1
1,102.177,1,0,3,20.23,-1.11,CCCC(C)CO
1,116.20399999999998,1,0,3,20.23,-1.08,CCCCC(C)(C)O
1,106.16799999999996,0,1,1,0.0,-2.77,CCc1ccccc1
1,224.26,2,1,3,75.27000000000001,-2.253,O=C1NC(=O)NC(=O)C1(CC)CC=C(C)C
1,373.3209999999999,0,3,0,0.0,-6.317,ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl
1,303.156,2,1,4,75.27000000000001,-2.647,CCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O 
1,349.43000000000006,0,3,5,59.32000000000001,-6.025,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C
1,310.47800000000007,0,0,10,35.53,-5.19,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C
1,102.133,0,0,2,26.3,-0.66,CCOC(=O)CC
1,241.364,2,1,5,62.73,-4.1,CSc1nc(NC(C)C)nc(NC(C)C)n1
1,236.702,1,1,2,32.34,-3.9,CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1
1,156.22799999999998,0,2,0,0.0,-4.72,Cc1cc2ccccc2cc1C
1,257.547,0,2,1,0.0,-6.25,Clc1ccc(cc1)c2cc(Cl)ccc2Cl 
1,360.88200000000006,0,2,1,0.0,-7.39,Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl 
1,84.082,2,0,0,88.19,-0.31,NC(N)=NC#N 
1,164.375,0,0,0,43.14,-2.0,ClC(Cl)(Cl)N(=O)=O
1,223.102,0,2,1,0.0,-5.21,Clc1cccc(Cl)c1c2ccccc2 
1,136.14999999999998,0,1,2,26.3,-1.49,COc1ccc(C=O)cc1
1,180.163,1,1,2,72.24000000000001,-2.692,CC(=O)Nc1ccc(cc1)N(=O)=O
1,158.241,0,0,6,26.3,-2.74,CCCCCCC(=O)OCC
1,151.165,2,1,1,49.33,-1.03,CC(=O)Nc1ccc(O)cc1
2,118.13899999999998,1,2,0,28.68,-2.16,c2ccc1[nH]ncc1c2 
1,434.50400000000025,2,5,2,93.06000000000002,-4.31,CC5(C)OC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO 
1,151.129,3,2,0,100.45,-3.583,Nc2nc1[nH]cnc1c(=O)[nH]2 
1,74.07900000000001,0,0,0,26.3,0.46,COC(=O)C
1,290.44699999999995,1,4,0,37.3,-4.743,CC34CCC1C(CCC2CC(=O)CCC12C)C3CCC4O 
1,100.161,1,0,3,20.23,-0.59,CCCC(O)C=C
1,511.5810000000002,2,7,5,92.18,-3.931,OC(C1=CC2C5C(C1C2=C(c3ccccc3)c4ccccn4)C(=O)NC5=O)(c6ccccc6)c7ccccn7 
1,130.231,0,0,6,9.23,-1.85,CCCCOCCCC
1,186.339,1,0,10,20.23,-4.8,CCCCCCCCCCCCO
1,313.36100000000005,2,3,4,81.59000000000002,-3.36,CCN2c1nc(N(C)(CCO))ccc1NC(=O)c3cccnc23 
1,102.17699999999998,1,0,2,20.23,-0.49,CCCC(C)(C)O
1,129.09399999999997,2,1,0,71.77,-0.972,Nc1nc(=O)[nH]cc1F
1,293.40700000000004,0,1,9,38.77,-3.84,CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC 
1,130.231,1,0,4,20.23,-1.72,CCCCCC(C)(C)O
1,162.27599999999998,0,1,0,0.0,-5.23,Cc1c(C)c(C)c(C)c(C)c1C
1,150.22099999999998,1,1,1,20.23,-2.22,CC(C)c1ccc(C)cc1O
2,132.12599999999998,0,2,0,51.56,0.02,c2cnc1ncncc1n2
1,291.26500000000004,0,1,7,70.83000000000001,-4.66,CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O
0,16.043,0,0,0,0.0,-0.9,C
2,119.167,1,2,0,12.03,-1.04,c2ccc1NCCc1c2 
1,173.171,0,2,1,43.14,-3.54,O=N(=O)c1cccc2ccccc12
1,100.161,0,0,2,17.07,-0.67,CCC(C)C(=O)C
1,151.129,3,2,0,100.71,-3.401,Nc1nc(O)nc2nc[nH]c12 
1,527.4140000000002,2,5,6,70.67,-4.445,OC(CC(c1ccccc1)c3c(O)c2ccccc2oc3=O)c4ccc(cc4)c5ccc(Br)cc5 
1,61.040000000000006,0,0,0,43.14,0.26,CN(=O)=O
1,304.67,0,0,4,20.31,-4.88,CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl
1,82.14599999999999,0,0,3,0.0,-2.68,C=CCCC=C
2,117.15099999999995,1,2,0,15.79,-1.52,c2ccc1[nH]ccc1c2
1,286.415,0,4,0,34.14,-3.69,CC34CCC1C(CCC2=CC(=O)CCC12C)C3CCC4=O
1,84.16199999999999,0,0,3,0.0,-3.23,CCCCC=C
1,354.8150000000001,3,2,3,109.48999999999998,-3.79,Cc1cccc(C)c1NC(=O)c2cc(c(Cl)cc2O)S(N)(=O)=O
1,112.216,0,1,1,0.0,-4.25,CCC1CCCCC1
1,142.242,0,0,6,17.07,-2.58,CCCCCCCC(=O)C
1,295.298,2,3,3,84.07999999999998,-3.88,COC(=O)Nc2nc1ccc(cc1[nH]2)C(=O)c3ccccc3
1,213.664,1,1,2,38.33,-3.38,CC(C)OC(=O)Nc1cccc(Cl)c1
1,288.73800000000006,0,3,1,49.330000000000005,-4.114,CCN2c1nc(Cl)ccc1N(C)C(=O)c3cccnc23 
1,201.225,1,2,1,38.33,-3.224,CNC(=O)Oc1cccc2ccccc12
1,26.038,0,0,0,0.0,0.29,C#C
1,107.15599999999998,0,1,0,12.89,0.38,Cc1cncc(C)c1
2,80.12999999999998,0,1,0,0.0,-2.06,C1C=CCC=C1
1,329.3800000000001,0,0,8,65.07000000000001,-2.518,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC
1,122.16699999999996,1,1,1,20.23,-0.92,CC(O)c1ccccc1
1,112.987,0,0,1,0.0,-1.6,CC(Cl)CCl
1,126.19899999999998,0,0,4,17.07,-2.46,CCCC=C(CC)C=O
1,274.413,0,0,9,18.46,-4.23,CCOP(=S)(OCC)SCCSCC
1,344.4950000000001,0,4,1,43.370000000000005,-5.284,CC(=O)OC3(C)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C 
1,257.547,0,2,1,0.0,-6.14,Clc1ccc(cc1)c2c(Cl)cccc2Cl 
1,310.687,2,2,2,58.2,-6.02,Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)cc2
1,289.545,1,2,2,29.46,-4.46,Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl
1,390.5640000000002,0,1,14,52.60000000000001,-6.6370000000000005,c1(C(=O)OCCCCCC(C)(C))c(C(=O)OCCCCCC(C)(C))cccc1
1,346.46700000000016,2,4,2,74.6,-3.24,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO
1,120.19499999999998,0,1,0,0.0,-3.4,Cc1cc(C)cc(C)c1
1,390.5640000000004,0,1,16,52.60000000000001,-5.115,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC 
1,228.42,1,0,13,20.23,-6.35,CCCCCCCCCCCCCCCO
1,291.992,0,2,1,0.0,-7.39,Clc1cccc(Cl)c1c2c(Cl)cccc2Cl 
1,156.141,2,1,0,75.27000000000001,-1.742,O=C1NC(=O)NC(=O)C1(C)C
1,169.993,0,0,0,0.0,-2.09,CC(C)I
1,168.10799999999995,0,1,2,86.28,-3.1,O=N(=O)c1ccccc1N(=O)=O
1,86.13399999999999,0,0,1,17.07,-0.12,CC(C)C(=O)C
1,226.44799999999992,0,0,13,0.0,-8.4,CCCCCCCCCCCCCCCC
1,154.253,0,3,0,9.23,-1.74,CC12CCC(CC1)C(C)(C)O2
1,189.243,0,3,0,30.19,-2.07,Cc2cccc3sc1nncn1c23 
1,128.21499999999995,0,0,5,17.07,-2.05,CCCCCCC(=O)C
1,172.268,0,0,7,26.3,-3.38,CCCCCCCCC(=O)OC
1,114.094,0,1,0,0.0,-1.97,Fc1ccc(F)cc1
1,258.233,1,3,1,83.55000000000001,-2.676,O=C1N(C2CCC(=O)NC2=O)C(=O)c3ccccc13
1,335.28200000000004,0,1,7,89.51999999999998,-5.68,CCCN(CCC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O
1,46.069,1,0,0,20.23,1.1,CCO
1,182.179,2,2,0,75.27,-2.349,O=C2NC(=O)C1(CCCC1)C(=O)N2
1,236.271,2,1,4,67.42999999999999,-1.83,c1c(NC(=O)OC(C)C(=O)NCC)cccc1
1,350.4580000000001,0,3,6,35.53,-5.24,CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C 
1,198.30999999999992,1,1,1,32.34,-2.218,CN(C)C(=O)NC1CCCCCCC1
1,545.5460000000002,0,6,0,0.0,-6.8,ClC1(C2(Cl)C3(Cl)C4(Cl)C5(Cl)C1(Cl)C3(Cl)Cl)C5(Cl)C(Cl)(Cl)C24Cl
1,193.128,0,0,6,0.0,-5.06,CCCCCCCCBr
1,290.323,2,2,4,85.25,-4.883,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12
1,231.299,0,2,2,30.17,-0.364,CN(C)c2c(C)n(C)n(c1ccccc1)c2=O 
1,88.15,1,0,2,20.23,-0.24,CCC(O)CC
1,137.138,0,1,1,43.14,-2.49,Cc1ccc(cc1)N(=O)=O
1,102.177,1,0,3,20.23,-1.14,CC(C)CCCO
1,314.42500000000007,2,4,0,57.53,-4.57,CC34CCC1C(CCC2=CC(=O)CCC12O)C3CCC4(O)C#C
1,428.12000000000006,1,2,4,46.53,-4.93,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2 
1,221.647,1,2,1,60.91,-2.878,Nc2cnn(c1ccccc1)c(=O)c2Cl
1,88.14999999999998,1,0,1,20.23,0.15,CCC(C)(C)O
1,108.14,1,1,0,20.23,-0.73,Cc1ccc(O)cc1
1,74.07900000000001,0,0,2,26.3,0.15,CCOC=O
1,121.18299999999996,0,1,1,3.24,-1.92,CN(C)c1ccccc1
2,138.254,0,2,0,0.0,-5.19,C1CCC2CCCCC2C1
1,90.191,1,0,2,0.0,-2.18,CCCCS
2,252.316,0,5,0,0.0,-7.8,c1ccc2c(c1)c3cccc4ccc5cccc2c5c43
1,165.834,0,0,0,0.0,-2.54,ClC(=C(Cl)Cl)Cl
1,86.134,0,0,2,17.07,-0.28,CCC(=O)CC
1,53.06399999999999,0,0,0,23.79,0.15,C=CC#N
1,410.4570000000002,3,4,2,94.83,-5.613,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
1,100.161,0,0,3,17.07,-0.8,CCCCC(=O)C
1,225.296,2,1,4,71.96000000000001,-3.239,CCNc1nc(NC(C)(C)C)nc(OC)n1
1,114.232,0,0,4,0.0,-5.16,CCCCC(C)CC
1,187.862,0,0,1,0.0,-1.68,BrCCBr
1,193.246,1,1,2,38.33,-2.863,CNC(=O)Oc1ccccc1C(C)C
1,214.206,1,2,2,88.37,-3.22,O=C1NCCN1c2ncc(s2)N(=O)=O
2,216.283,0,4,0,0.0,-6.68,C1c2ccccc2c3ccc4ccccc4c13
1,142.58499999999998,0,1,1,9.23,-2.46,COc1ccccc1Cl
1,366.0,0,1,4,27.69,-6.09,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl
1,332.57000000000005,1,2,3,63.24,-5.03,ClC(Cl)CC(=O)NC2=C(Cl)C(=O)c1ccccc1C2=O
1,320.04600000000005,0,2,3,0.0,-7.2,ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2 
1,86.09,0,0,1,26.3,-0.22,COC(=O)C=C
1,290.75,1,2,3,41.57000000000001,-4.89,CN(C)C(=O)Nc2ccc(Oc1ccc(Cl)cc1)cc2
2,182.226,0,2,2,24.72,-4.45,N(=Nc1ccccc1)c2ccccc2
1,134.22199999999998,0,1,1,0.0,-3.77,CC(C)c1ccc(C)cc1
1,163.003,1,1,0,20.23,-1.79,Oc1c(Cl)cccc1Cl
1,342.297,8,2,5,189.53,0.79,OCC2OC(OC1(CO)OC(CO)C(O)C1O)C(O)C(O)C2O 
1,180.156,6,1,0,121.38,0.35,OC1C(O)C(O)C(O)C(O)C1O
1,254.24599999999995,2,2,3,102.28,-0.17,Cn2c(=O)n(C)c1ncn(CC(O)CO)c1c2=O
1,323.13200000000006,3,1,6,112.70000000000002,-2.111,OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)N(=O)=O
1,116.204,1,0,3,20.23,-0.85,CCC(O)(CC)CC
1,306.51500000000004,1,5,0,20.23,-5.41,CC45CCC2C(CCC3CC1SC1CC23C)C4CCC5O
1,235.906,0,1,0,0.0,-3.5,Brc1ccccc1Br
1,197.448,1,1,0,20.23,-2.34,Oc1c(Cl)cc(Cl)cc1Cl
1,346.3650000000001,1,1,8,149.67999999999998,-5.16,CCCN(CCC)c1c(cc(cc1N(=O)=O)S(N)(=O)=O)N(=O)=O
1,255.292,0,3,2,20.31,-4.799,C2c1ccccc1N(CCF)C(=O)c3ccccc23 
1,114.18799999999996,0,0,2,17.07,-1.3,CC(C)C(=O)C(C)C
1,238.287,2,1,3,75.27000000000001,-2.593,O=C1NC(=O)NC(=O)C1(C(C)C)CC=C(C)C
1,262.261,2,3,1,75.99000000000001,-2.943,c1c(O)C2C(=O)C3cc(O)ccC3OC2cc1(OC)
1,194.194,0,2,0,61.82,-0.8759999999999999,Cn1cnc2n(C)c(=O)n(C)c(=O)c12
1,416.58300000000025,0,5,1,60.44,-4.173,CC(=O)SC4CC1=CC(=O)CCC1(C)C5CCC2(C)C(CCC23CCC(=O)O3)C45
1,122.167,1,1,0,20.23,-1.38,Cc1ccc(O)cc1C
2,170.211,0,2,2,9.23,-3.96,O(c1ccccc1)c2ccccc2
1,360.88200000000006,0,2,1,0.0,-8.56,Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl 
1,122.12699999999997,1,1,1,55.98,0.61,NC(=O)c1cccnc1 
1,110.18099999999995,1,1,0,0.0,-2.12,Sc1ccccc1
1,179.219,1,1,1,38.33,-2.5810000000000004,CNC(=O)Oc1cc(C)cc(C)c1
1,409.7819999999999,0,3,0,0.0,-6.86,ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl
1,94.204,0,0,1,0.0,-1.44,CSSC
1,121.13899999999995,1,1,1,43.09,-0.96,NC(=O)c1ccccc1
1,191.455,0,1,0,0.0,-3.19,Clc1ccccc1Br
1,446.405,6,3,6,184.6,-0.742,COC(=O)c1ccccc1OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O
1,116.20399999999998,1,0,4,20.23,-1.47,CCCCC(O)CC
1,268.32,1,3,1,58.120000000000005,-4.553999999999999,CCN2c1nc(C)cc(C)c1NC(=O)c3cccnc23 
1,163.003,1,1,0,20.23,-1.34,Oc1cc(Cl)cc(Cl)c1
1,192.261,0,3,0,0.0,-5.85,Cc1cccc2c1ccc3ccccc32
1,130.231,1,0,5,20.23,-2.11,CCCCC(CC)CO
1,270.225,0,0,4,20.31,-4.2860000000000005,CC(C)N(C(C)C)C(=O)SCC(=CCl)Cl
1,92.141,0,1,0,0.0,-2.21,Cc1ccccc1
1,230.909,0,1,0,12.89,-3.76,Clc1cccc(n1)C(Cl)(Cl)Cl
2,96.173,0,1,0,0.0,-3.18,C1CCC=CCC1
1,240.444,0,0,0,6.48,-3.9,CN(C)C(=S)SSC(=S)N(C)C 
1,352.7700000000001,0,3,3,71.06,-3.2460000000000004,COC1=CC(=O)CC(C)C13Oc2c(Cl)c(OC)cc(OC)c2C3=O
1,158.285,1,0,8,20.23,-3.63,CCCCCCCCCCO
1,100.20499999999998,0,0,2,0.0,-4.23,CCC(C)(C)CC
1,287.343,1,0,8,64.63000000000001,1.144,CNC(=O)C(C)SCCSP(=O)(OC)(OC)
1,231.893,1,1,0,20.23,-3.15,Oc1cc(Cl)c(Cl)c(Cl)c1Cl
1,72.107,0,0,2,17.07,-0.01,CCCC=O
1,434.5040000000003,2,4,3,100.9,-4.9,CC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)COC(C)=O 
1,58.124,0,0,1,0.0,-2.57,CCCC
1,124.13899999999995,1,1,1,29.46,-1.96,COc1ccccc1O
1,376.4680000000001,2,4,1,74.6,-4.099,CC1CC2C3CCC(O)(C(=O)C)C3(C)CC(O)C2(F)C4(C)C=CC(=O)C=C14
1,202.295,0,0,0,0.0,-2.6,ClC(Cl)C(Cl)(Cl)Cl
1,222.23999999999995,0,1,4,52.60000000000001,-2.35,CCOC(=O)c1ccccc1C(=O)OCC
1,74.12299999999999,1,0,1,20.23,0.1,CC(C)CO
1,134.22199999999998,0,1,2,0.0,-4.12,CC(C)Cc1ccccc1
1,267.835,0,0,0,0.0,-2.34,ICI
1,116.204,1,0,4,20.23,-1.4,CCCC(O)CCC
1,130.18699999999998,0,0,4,26.3,-1.89,CCCCCOC(=O)C
1,231.893,1,1,0,20.23,-3.37,Oc1c(Cl)c(Cl)cc(Cl)c1Cl
1,120.19499999999996,0,1,2,0.0,-3.37,CCCc1ccccc1
1,170.92000000000002,0,0,1,0.0,-2.74,FC(F)(Cl)C(F)(F)Cl
1,70.09100000000001,0,0,1,17.07,0.32,CC=CC=O
1,116.164,0,0,0,23.550000000000004,0.94,CN(C)C(=O)N(C)C 
1,134.22199999999998,0,1,0,0.0,-4.59,Cc1cc(C)c(C)cc1C
1,340.4630000000001,0,4,1,43.370000000000005,-4.8,CC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1C2CCC34C)C#C
1,299.28800000000007,0,2,5,55.84,-3.35,CCOP(=S)(OCC)N2C(=O)c1ccccc1C2=O
1,213.236,2,2,2,49.33,-3.59,c1ccccc1NC(=O)c2c(O)cccc2
1,223.794,0,0,4,3.24,-3.39,CCN(CC)C(=S)SCC(Cl)=C
1,64.515,0,0,0,0.0,-1.06,ClCC
1,310.297,2,1,3,75.27000000000001,-3.24,CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C
1,285.343,0,3,3,38.77,-3.46,O=C(C=CC=Cc2ccc1OCOc1c2)N3CCCCC3
1,70.135,0,0,1,0.0,-2.54,CC/C=C\C
1,218.322,1,0,3,50.69,-1.62,CNC(=O)ON=C(CSC)C(C)(C)C 
1,224.26,2,2,0,75.27,-2.982,O=C2NC(=O)C1(CCCCCCC1)C(=O)N2
1,263.381,1,1,1,38.33,-4.24,c1(C(C)(C)C)cc(C(C)(C)C)cc(OC(=O)NC)c1
1,288.255,4,3,1,107.22,-3.62,Oc2cc(O)c1C(=O)CC(Oc1c2)c3ccc(O)c(O)c3
1,182.222,0,2,2,17.07,-3.12,O=C(c1ccccc1)c2ccccc2
1,282.5559999999999,0,0,17,0.0,-8.172,CCCCCCCCCCCCCCCCCCCC
2,184.242,2,2,3,24.06,-2.92,N(Nc1ccccc1)c2ccccc2 
1,102.177,1,0,3,20.23,-1.17,CCC(CC)CO
1,95.10099999999998,1,1,0,33.120000000000005,1.02,Oc1ccncc1
1,96.94400000000002,0,0,0,0.0,-1.3,Cl\C=C/Cl
1,84.162,0,1,0,0.0,-3.3,CC1CCCC1
1,102.17699999999998,1,0,2,20.23,-0.8,CC(C)CC(C)O
1,254.289,1,3,0,55.56,-3.928,O2c1ccc(N)cc1N(C)C(=O)c3cc(C)ccc23 
1,88.14999999999999,1,0,0,20.23,-0.4,CC(C)(C)CO
1,293.754,0,2,4,57.010000000000005,-3.61,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2
1,231.255,2,2,4,67.16,-2.461,Cc1cc(no1)C(=O)NNCc2ccccc2
1,42.081,0,0,0,0.0,-1.08,CC=C
1,269.127,2,2,2,40.46,-3.953,Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O
1,300.314,2,2,4,76.66,-4.632,CCOC(=O)Nc2cccc(OC(=O)Nc1ccccc1)c2 
1,208.216,0,3,0,34.14,-5.19,O=C1c2ccccc2C(=O)c3ccccc13
1,130.231,1,0,5,20.23,-2.09,CCCCCCC(C)O
1,267.306,1,2,2,72.47,-2.281,CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1
1,134.22199999999998,0,1,3,0.0,-4.06,CCCCc1ccccc1
1,114.06,2,1,0,75.27,-0.4,O=C1NC(=O)C(=O)N1 
1,466.47900000000016,0,2,10,55.38000000000001,-6.237,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1
1,338.7720000000001,3,3,2,109.49,-3.451,NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23
1,116.15999999999998,0,0,2,26.3,-1.21,CC(C)COC(=O)C
1,100.20499999999998,0,0,0,0.0,-4.36,CC(C)C(C)(C)C
1,395.3270000000001,0,2,1,0.0,-7.66,Clc1ccc(c(Cl)c1Cl)c2c(Cl)cc(Cl)c(Cl)c2Cl 
1,128.13399999999996,0,1,0,47.58,-2.38,N#Cc1ccccc1C#N
1,137.138,0,1,1,43.14,-2.44,Cc1cccc(c1)N(=O)=O
1,197.381,0,0,0,0.0,-1.71,FC(F)(F)C(Cl)Br 
1,219.266,1,0,1,70.99999999999999,0.106,CNC(=O)ON=C(SC)C(=O)N(C)C
1,246.359,0,0,7,18.46,-3.091,CCSCCSP(=S)(OC)OC
1,72.151,0,0,1,0.0,-3.18,CCC(C)C
1,365.96400000000006,0,1,5,44.760000000000005,-4.522,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl
